AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
6/1/2014,14,13,11,13,12,10,99,92,82,1019,1017,1016,10,9,6,11,8,,1.02,8,,-1
6/2/2014,15,12,10,14,12,11,100,92,70,1020,1019,1017,10,10,10,13,6,,2.03,8,,-1
6/3/2014,15,13,11,14,13,12,100,92,76,1020,1017,1016,6,5,3,23,14,,0.25,8,,-1
6/4/2014,17,13,10,13,11,8,100,79,58,1026,1023,1021,5,3,2,19,13,,7.11,8,,-1
6/5/2014,14,12,8,12,10,7,100,87,65,1030,1028,1027,5,5,5,14,5,,0.25,8,,-1
6/6/2014,14,10,6,11,9,7,100,86,62,1032,1031,1030,0,0,0,11,5,,0,8,,-1
6/7/2014,15,13,11,13,11,9,99,86,74,1031,1030,1029,2,2,2,14,11,,2.03,8,,-1
6/8/2014,14,12,7,7,6,6,89,62,50,1034,1032,1031,,,,21,13,,0,8,,-1
6/9/2014,15,8,2,10,7,2,98,87,65,1035,1033,1031,8,8,8,19,5,,0,8,,-1
6/10/2014,16,11,6,11,9,7,100,83,54,1032,1030,1027,10,5,2,14,6,,0,8,,-1
6/11/2014,16,10,3,9,8,4,99,78,54,1027,1023,1021,0,0,0,32,10,,0,,,-1
6/12/2014,16,11,6,9,8,6,91,67,55,1019,1016,1014,,,,26,10,,5.08,8,,-1
6/13/2014,16,13,11,12,11,9,98,79,61,1014,1012,1010,10,7,5,21,14,,0.25,8,,-1
6/14/2014,14,11,8,13,11,9,98,89,74,1018,1015,1012,8,8,8,24,13,,5.08,8,,-1
6/15/2014,15,13,11,11,9,7,84,73,55,1020,1019,1017,,,,24,21,,0.25,8,,-1
6/16/2014,14,12,9,9,8,7,81,72,64,1022,1019,1017,,,,32,18,,2.03,8,,-1
6/17/2014,14,12,10,11,11,9,93,84,74,1031,1028,1023,8,8,8,19,14,,0.51,8,,-1
6/18/2014,13,12,11,9,8,6,81,66,53,1032,1030,1029,,,,10,8,,0,8,,-1
6/19/2014,13,9,6,8,7,4,84,73,58,1029,1023,1018,,,,29,13,,0,8,,-1
6/20/2014,16,12,9,9,8,7,80,65,51,1017,1014,1012,,,,34,26,,0.25,8,,-1
6/21/2014,16,13,9,12,9,8,88,73,55,1021,1017,1014,,,,23,18,,0,8,,-1
6/22/2014,16,11,6,9,8,7,100,75,56,1022,1020,1015,,,,24,11,,0,8,,-1
6/23/2014,14,12,8,9,7,4,65,59,53,1010,1002,997,,,,37,32,,3.05,8,,-1
6/24/2014,12,9,6,9,6,2,83,68,56,1006,999,993,5,4,3,48,26,,12.95,8,,-1
6/25/2014,14,12,9,10,8,6,89,69,58,1013,1010,1007,,,,34,23,,1.02,8,,-1
6/26/2014,14,12,11,8,7,5,68,59,49,1017,1014,1010,,,,29,24,,0,8,,-1
6/27/2014,14,12,10,9,6,4,75,55,41,1016,1008,1001,,,,47,29,,0,,,-1
6/28/2014,14,12,9,6,5,4,69,53,40,999,995,992,,,,42,35,,3.05,8,,-1
6/29/2014,11,9,8,8,7,5,83,74,67,1012,1003,995,,,,26,23,,8.89,8,,-1
6/30/2014,12,9,7,9,7,4,86,77,61,1023,1017,1013,,,,23,14,,2.03,8,,-1
7/1/2014,12,11,9,9,8,8,87,77,68,1029,1027,1025,,,,19,13,,0,8,,-1
7/2/2014,14,12,11,8,7,7,72,61,49,1029,1028,1027,,,,21,13,,0,8,,-1
7/3/2014,13,10,7,7,6,5,77,67,56,1026,1023,1019,,,,45,19,,0,8,,-1
7/4/2014,13,9,6,7,6,4,79,66,54,1018,1014,1011,,,,40,26,,0,8,,-1
7/5/2014,12,11,10,10,8,7,81,72,64,1014,1012,1011,,,,27,23,,0.51,8,,-1
7/6/2014,12,11,9,9,8,8,88,80,72,1016,1014,1013,,,,23,19,,0.25,8,,-1
7/7/2014,14,11,8,10,8,6,99,74,50,1017,1015,1013,,,,27,13,,0,8,,-1
7/8/2014,15,12,9,7,6,5,67,54,45,1013,1008,1003,,,,39,31,,0,,,-1
7/9/2014,13,11,8,8,6,4,92,68,47,1001,998,996,,,,50,34,,8.89,8,,-1
7/10/2014,13,10,6,10,7,4,89,77,71,1013,1007,1002,5,5,5,27,18,,0.76,8,,-1
7/11/2014,13,11,8,8,7,5,71,66,62,1015,1014,1013,,,,34,19,,6.1,8,,-1
7/12/2014,11,9,7,8,6,5,91,76,61,1027,1022,1015,,,,23,16,,1.02,8,,-1
7/13/2014,12,8,4,8,7,5,94,80,61,1033,1030,1028,6,6,6,14,10,,0.76,8,,-1
7/14/2014,13,10,7,9,8,6,99,88,59,1033,1030,1026,10,6,3,13,3,,0.25,8,,-1
7/15/2014,13,9,4,7,6,4,94,71,56,1024,1017,1012,,,,29,10,,4.06,8,,-1
7/16/2014,13,11,9,8,8,6,87,73,59,1011,1010,1008,,,,34,23,,1.02,8,,-1
7/17/2014,12,10,8,8,4,2,78,58,46,1012,1008,1006,,,,39,27,,4.06,8,,-1
7/18/2014,12,9,6,8,6,4,82,67,50,1027,1021,1013,6,6,6,32,24,,0.25,8,,-1
7/19/2014,12,11,9,8,8,7,91,79,65,1030,1029,1028,,,,19,13,,0.51,8,,-1
7/20/2014,12,10,6,8,8,6,100,93,74,1029,1028,1027,6,4,2,11,5,,0,8,,-1
7/21/2014,11,7,3,8,6,4,100,91,76,1027,1026,1024,10,5,0,10,5,,0,,,-1
7/22/2014,10,6,2,8,6,3,100,95,78,1027,1025,1025,8,3,0,11,5,,0,8,,-1
7/23/2014,12,8,4,8,6,4,100,85,57,1025,1022,1020,6,5,3,13,6,,0,8,,-1
7/24/2014,15,9,3,8,6,4,99,82,52,1018,1015,1013,10,10,10,21,8,,0.25,,,-1
7/25/2014,16,11,7,9,8,7,75,67,55,1019,1015,1013,,,,34,19,,0.25,8,,-1
7/26/2014,13,12,11,11,10,9,86,80,76,1025,1022,1020,,,,14,14,,1.02,8,,-1
7/27/2014,15,11,7,8,8,7,89,68,49,1025,1023,1020,,,,29,14,,0,8,,-1
7/28/2014,16,13,9,8,7,5,68,56,44,1018,1015,1011,,,,34,26,,0,8,,-1
7/29/2014,16,13,11,10,8,7,65,61,56,1012,1009,1007,,,,40,32,,2.03,8,,-1
7/30/2014,18,14,11,11,9,8,92,62,49,1012,1010,1009,,,,32,23,,0.51,8,,-1
7/31/2014,17,12,7,9,7,3,82,59,35,1008,1001,996,,,,53,37,,6.1,8,,-1
8/1/2014,8,7,5,5,3,1,83,69,57,1019,1007,1001,8,8,8,32,23,,6.1,8,,-1
8/2/2014,11,8,6,5,4,1,84,67,53,1033,1029,1022,,,,19,13,,0,8,,-1
8/3/2014,13,7,1,2,1,-1,80,59,37,1034,1033,1032,,,,13,10,,0,,,-1
8/4/2014,14,8,3,2,1,1,75,54,29,1034,1032,1031,,,,16,13,,0.25,,,-1
8/5/2014,14,10,6,8,5,2,71,59,55,1033,1032,1031,,,,16,11,,0,8,,-1
8/6/2014,14,12,10,10,7,4,85,64,43,1032,1030,1028,5,5,5,23,13,,3.05,8,,-1
8/7/2014,12,11,9,12,9,7,98,85,72,1031,1029,1028,6,4,2,14,11,,2.03,8,,-1
8/8/2014,14,12,9,11,8,3,98,72,44,1031,1029,1029,,,,13,8,,0.25,8,,-1
8/9/2014,14,10,5,7,5,3,76,57,42,1029,1025,1022,,,,34,21,,4.06,8,,-1
8/10/2014,13,11,8,10,6,3,90,67,54,1027,1024,1021,,,,29,19,,0.51,8,,-1
8/11/2014,11,7,2,5,2,1,79,60,40,1032,1030,1028,6,6,6,23,13,,0.25,8,,-1
8/12/2014,11,8,4,8,6,3,99,84,64,1035,1033,1032,10,6,5,16,8,,0.25,8,,-1
8/13/2014,12,9,6,10,7,5,95,79,51,1036,1035,1035,,,,19,6,,0.25,8,,-1
8/14/2014,13,10,5,9,7,4,97,74,52,1036,1035,1033,8,8,8,13,6,,0,8,,-1
8/15/2014,13,7,1,9,6,2,100,82,49,1032,1028,1025,10,6,5,16,5,,0,,,-1
8/16/2014,11,7,2,9,6,3,100,89,72,1025,1023,1021,5,2,0,13,5,,0,8,,-1
8/17/2014,14,10,6,8,7,7,87,70,52,1020,1018,1016,,,,29,16,,0,8,,-1
8/18/2014,13,11,9,9,8,7,85,76,58,1023,1021,1019,,,,26,18,,0.51,8,,-1
8/19/2014,13,11,9,9,7,4,86,69,54,1026,1024,1023,,,,19,13,,0,8,,-1
8/20/2014,12,10,8,7,6,4,72,62,54,1028,1027,1025,,,,14,10,,0,8,,-1
8/21/2014,16,9,3,9,7,3,99,76,50,1030,1028,1027,,,,13,8,,0,8,,-1
8/22/2014,18,11,3,9,6,4,100,71,36,1031,1029,1028,10,8,6,13,5,,0,8,,-1
8/23/2014,20,12,3,10,7,4,98,65,42,1029,1026,1024,,,,27,10,,5.08,8,,-1
8/24/2014,14,12,10,11,9,5,100,77,45,1027,1026,1024,10,10,10,19,10,,2.03,8,,-1
8/25/2014,15,12,9,12,9,8,99,83,58,1029,1026,1024,3,3,3,24,14,,0.25,8,,-1
8/26/2014,16,11,5,11,9,6,100,87,62,1029,1027,1025,5,3,2,14,8,,0,,,-1
8/27/2014,16,11,7,12,10,9,100,92,64,1029,1028,1026,3,1,0,16,8,,0,8,,-1
8/28/2014,16,11,7,11,9,6,100,83,46,1030,1028,1027,6,2,0,14,6,,0.25,8,,-1
8/29/2014,14,11,7,11,10,8,100,87,61,1030,1028,1027,10,4,0,14,5,,0,8,,-1
8/30/2014,20,15,10,11,9,7,99,69,34,1027,1024,1021,6,6,3,24,8,,0,8,,-1
8/31/2014,21,14,9,8,8,7,80,51,30,1020,1016,1010,,,,35,19,,0,8,,-1
9/1/2014,18,14,11,11,8,4,96,63,31,1012,1009,1007,,,,37,24,,7.11,8,,-1
9/2/2014,14,11,9,9,6,3,92,66,37,1023,1018,1013,,,,32,18,,0,8,,-1
9/3/2014,13,10,6,6,4,3,78,58,47,1023,1022,1021,,,,24,16,,0,8,,-1
9/4/2014,14,8,2,8,6,3,97,78,54,1023,1021,1019,,,,21,6,,0,8,,-1
9/5/2014,14,8,2,9,6,3,100,80,59,1028,1025,1023,3,2,0,16,6,,0,8,,-1
9/6/2014,16,10,4,9,8,4,100,81,47,1031,1029,1028,8,6,3,16,10,,0,8,,-1
9/7/2014,19,12,4,9,7,4,97,65,30,1030,1027,1025,5,4,3,23,8,,0,,,-1
9/8/2014,22,15,8,8,7,6,67,43,30,1024,1017,1007,,,,45,26,,0,8,,-1
9/9/2014,21,17,12,13,11,7,94,58,32,1008,1004,1002,,,,53,42,,0.25,8,,-1
9/10/2014,18,14,10,11,8,6,96,57,34,1012,1010,1005,5,5,5,23,13,,0,8,,-1
9/11/2014,16,13,9,11,7,4,94,59,45,1024,1017,1011,3,3,3,26,19,,0.25,8,,-1
9/12/2014,13,9,6,7,6,4,90,69,48,1027,1026,1024,,,,14,8,,0,8,,-1
9/13/2014,15,10,5,7,6,4,93,68,43,1027,1025,1022,,,,16,8,,0,8,,-1
9/14/2014,17,11,5,9,7,4,91,68,39,1023,1020,1018,,,,21,6,,0,,,-1
9/15/2014,17,12,7,11,9,7,98,79,51,1019,1014,1009,,,,26,10,,0.25,8,,-1
9/16/2014,14,11,7,12,10,7,99,82,63,1014,1010,1007,6,6,6,26,14,,0.25,8,,-1
9/17/2014,13,11,8,8,6,4,85,68,44,1019,1015,1012,6,6,6,34,18,,0.76,8,,-1
9/18/2014,13,10,8,8,6,4,83,67,50,1025,1022,1019,,,,26,18,,1.02,8,,-1
9/19/2014,15,12,9,9,7,6,79,66,56,1026,1025,1024,,,,21,13,,0,8,,-1
9/20/2014,14,11,8,9,8,7,77,69,59,1030,1028,1025,,,,24,14,,0,8,,-1
9/21/2014,15,11,6,8,7,4,85,65,47,1032,1031,1030,,,,24,6,,0,8,,-1
9/22/2014,22,12,3,9,6,3,99,62,26,1030,1028,1026,,,,19,6,,0,,,-1
9/23/2014,25,16,7,9,7,5,82,45,18,1027,1024,1021,,,,26,11,,0,,,-1
9/24/2014,24,19,13,14,9,6,100,52,29,1020,1015,1012,,,,34,18,,10.92,8,,-1
9/25/2014,14,13,13,14,11,8,100,82,62,1020,1017,1013,10,10,10,27,13,,0,8,,-1
9/26/2014,16,13,11,10,9,7,83,70,44,1020,1019,1018,,,,16,10,,0,8,,-1
9/27/2014,22,15,8,12,9,7,92,61,39,1020,1018,1015,,,,34,16,,0,,,-1
9/28/2014,26,21,16,11,9,4,59,37,16,1015,1009,1003,,,,55,35,,0,8,,-1
9/29/2014,22,17,13,9,8,6,57,43,28,1014,1011,1008,,,,32,18,,0,,,-1
9/30/2014,22,16,9,9,7,3,70,52,26,1014,1009,1002,,,,50,23,,2.03,8,,-1
10/1/2014,14,11,8,7,6,3,72,59,46,1025,1022,1015,,,,26,19,,0,8,,-1
10/2/2014,16,13,9,11,8,6,77,68,51,1025,1024,1023,,,,23,16,,0,8,,-1
10/3/2014,16,13,9,11,9,7,97,74,56,1024,1021,1018,,,,19,13,,0,8,,-1
10/4/2014,26,16,6,12,8,7,99,53,21,1018,1013,1010,,,,37,16,,0,8,,-1
10/5/2014,22,13,9,13,8,6,82,60,41,1018,1016,1013,8,8,8,23,16,,0,8,,-1
10/6/2014,24,16,7,14,9,5,87,65,31,1016,1007,997,,,,52,14,,3.05,8,,-1
10/7/2014,17,14,12,13,8,6,74,61,43,1019,1011,1001,,,,32,23,,0,8,,-1
10/8/2014,17,13,9,11,8,6,77,63,47,1023,1020,1018,,,,21,13,,0,8,,-1
10/9/2014,19,13,8,10,9,8,95,66,37,1023,1021,1017,,,,16,6,,0,,,-1
10/10/2014,24,17,9,10,8,7,97,51,23,1017,1013,1010,,,,32,10,,0,8,,-1
10/11/2014,18,16,12,11,10,9,79,63,45,1016,1015,1012,,,,23,16,,0,8,,-1
10/12/2014,25,16,7,12,10,8,100,71,33,1014,1009,1005,,,,27,8,,0.76,,,-1
10/13/2014,14,11,9,12,6,3,88,62,41,1019,1013,1009,,,,40,24,,7.11,8,,-1
10/14/2014,16,12,8,8,4,1,91,57,31,1025,1022,1019,,,,34,21,,0,8,,-1
10/15/2014,15,9,4,6,4,2,84,58,41,1025,1022,1020,,,,24,8,,0,8,,-1
10/16/2014,16,13,11,11,8,5,86,63,49,1025,1020,1018,8,8,8,32,18,,2.03,8,,-1
10/17/2014,16,11,6,8,6,5,87,61,41,1028,1026,1025,,,,26,10,,0,8,,-1
10/18/2014,24,14,6,8,6,5,96,49,19,1027,1024,1022,,,,27,11,,0,8,,-1
10/19/2014,28,21,14,13,7,3,74,38,13,1028,1021,1018,,,,42,29,,0,8,,-1
10/20/2014,19,13,8,9,6,4,76,51,27,1031,1029,1027,,,,34,24,,0,8,,-1
10/21/2014,26,16,5,13,9,4,88,56,31,1028,1025,1022,,,,27,16,,0,,,-1
10/22/2014,33,21,9,13,11,8,91,50,14,1022,1018,1014,,,,29,11,,0,8,,-1
10/23/2014,22,18,13,14,13,12,89,75,55,1021,1018,1015,10,8,6,35,19,,0,8,,-1
10/24/2014,28,20,12,15,13,11,100,70,24,1015,1012,1010,8,5,2,24,11,,0,,,-1
10/25/2014,17,16,13,12,11,10,88,69,57,1018,1016,1015,8,8,8,24,14,,0,8,,-1
10/26/2014,21,17,13,12,10,9,70,61,46,1016,1012,1008,,,,16,10,,3.05,8,,-1
10/27/2014,21,17,13,14,9,4,89,56,34,1013,1006,1001,8,8,8,34,24,,6.1,8,,-1
10/28/2014,18,14,11,13,7,3,70,53,38,1017,1012,1010,10,10,10,35,23,,1.02,8,,-1
10/29/2014,19,14,10,10,8,6,82,59,41,1019,1017,1014,,,,24,16,,0,8,,-1
10/30/2014,19,16,12,11,9,8,83,62,43,1016,1014,1013,,,,21,10,,0,8,,-1
10/31/2014,32,20,8,11,8,3,93,48,9,1014,1006,996,,,,39,13,,0,8,,-1
11/1/2014,18,14,11,13,8,3,90,61,37,1015,1006,999,6,6,6,34,21,,2.03,8,,-1
11/2/2014,14,12,9,7,6,4,74,59,46,1026,1021,1016,10,10,10,27,23,,0.51,8,,-1
11/3/2014,21,14,8,11,7,5,71,52,31,1026,1023,1020,,,,24,10,,0,8,,-1
11/4/2014,27,18,9,12,7,3,84,46,12,1019,1015,1011,10,10,10,34,14,,0,8,,-1
11/5/2014,17,15,13,11,8,6,74,55,42,1020,1019,1016,,,,29,23,,0,8,,-1
11/6/2014,20,15,10,9,7,5,69,51,30,1020,1017,1014,,,,23,10,,0,8,,-1
11/7/2014,32,21,9,9,7,5,77,38,11,1017,1016,1014,,,,24,13,,0,,,-1
11/8/2014,34,25,16,13,8,-1,72,34,5,1021,1015,1011,8,8,8,42,21,,0,8,,-1
11/9/2014,19,15,11,11,8,7,81,59,36,1024,1022,1021,,,,29,18,,0,8,,-1
11/10/2014,18,15,12,11,8,6,66,55,46,1025,1023,1022,,,,27,16,,0,8,,-1
11/11/2014,18,14,10,7,6,5,62,48,32,1024,1023,1021,,,,27,18,,0,8,,-1
11/12/2014,23,14,5,12,8,3,84,63,38,1020,1017,1014,,,,26,10,,0,,,-1
11/13/2014,31,20,10,14,11,3,99,56,10,1015,1012,1007,10,8,6,19,6,,0,8,,-1
11/14/2014,27,20,14,13,8,3,69,42,13,1015,1010,1004,,,,32,19,,0,8,,-1
11/15/2014,17,13,10,11,7,5,87,55,39,1014,1012,1009,6,6,6,24,16,,3.05,8,,-1
11/16/2014,17,13,10,12,11,9,100,76,50,1013,1009,1005,6,6,5,27,16,,1.02,8,,-1
11/17/2014,17,15,13,11,8,7,69,53,42,1019,1015,1012,,,,23,18,,0,8,,-1
11/18/2014,18,14,11,11,8,6,73,53,39,1023,1020,1019,,,,21,14,,0,8,,-1
11/19/2014,27,18,9,11,9,6,94,51,17,1022,1017,1011,,,,14,8,,0,,,-1
11/20/2014,29,24,19,18,9,4,88,38,12,1010,1007,1005,,,,40,21,,6.1,8,,-1
11/21/2014,20,18,14,16,12,9,74,61,41,1012,1009,1005,,,,23,18,,0.25,8,,-1
11/22/2014,31,21,11,13,10,7,90,50,15,1012,1009,1005,,,,35,13,,0,8,,-1
11/23/2014,23,19,16,14,12,9,74,59,44,1013,1011,1009,,,,26,11,,0,8,,-1
11/24/2014,18,16,13,17,13,9,96,77,54,1013,1009,1006,6,5,3,35,10,,12.95,8,,-1
11/25/2014,19,16,12,11,9,7,70,57,44,1022,1017,1014,,,,29,21,,0,8,,-1
11/26/2014,17,14,12,12,8,6,66,57,45,1024,1022,1020,,,,27,13,,0,8,,-1
11/27/2014,19,16,12,9,7,6,71,50,41,1026,1025,1024,,,,23,16,,0,8,,-1
11/28/2014,20,14,9,11,9,8,87,67,45,1024,1022,1019,,,,24,11,,0,8,,-1
11/29/2014,25,18,11,16,12,9,87,64,43,1019,1015,1011,,,,27,11,,0,8,,-1
11/30/2014,33,24,14,18,14,8,81,48,19,1011,1007,1003,,,,27,11,,0,8,,-1
12/1/2014,27,22,17,18,15,13,82,56,34,1008,1005,1001,,,,39,21,,0.51,8,,-1
12/2/2014,23,18,13,15,13,12,86,67,44,1013,1010,1007,,,,26,11,,0,8,,-1
12/3/2014,22,18,14,17,15,13,83,76,61,1014,1012,1010,10,9,8,24,11,,0,8,,-1
12/4/2014,26,21,16,18,17,16,99,76,42,1010,1009,1007,8,6,5,27,16,,0,8,,-1
12/5/2014,20,18,17,17,15,14,88,77,65,1009,1008,1007,,,,24,18,,0,8,,-1
12/6/2014,21,18,14,16,14,12,100,74,59,1010,1008,1007,3,3,3,48,29,,0,8,,-1
12/7/2014,17,15,13,14,13,12,97,84,66,1011,1009,1007,10,10,10,32,24,,1.02,8,,-1
12/8/2014,19,17,14,14,13,12,100,78,60,1015,1010,1007,8,8,8,24,13,,0.25,8,,-1
12/9/2014,19,17,14,12,11,9,74,63,52,1016,1015,1014,,,,24,14,,0,8,,-1
12/10/2014,20,16,12,16,13,11,93,79,66,1014,1012,1010,,,,21,10,,0,8,,-1
12/11/2014,20,17,14,16,14,13,88,73,60,1020,1016,1012,,,,32,21,,0,8,,-1
12/12/2014,25,18,12,14,12,11,89,59,33,1022,1019,1017,,,,34,18,,0,,,-1
12/13/2014,30,21,12,12,10,7,84,42,14,1017,1013,1008,,,,35,16,,0,,,-1
12/14/2014,25,20,16,16,12,8,73,46,26,1010,1008,1007,,,,32,18,,0,,,-1
12/15/2014,24,19,13,14,13,12,93,69,45,1010,1007,1002,,,,24,11,,0,8,,-1
12/16/2014,28,22,16,16,13,6,87,61,16,1005,997,991,,,,40,13,,0,8,,-1
12/17/2014,21,17,12,8,7,4,66,44,25,1010,1008,1005,,,,26,19,,0,,,-1
12/18/2014,22,16,9,13,8,6,80,56,28,1013,1007,1005,,,,34,14,,8.89,8,,-1
12/19/2014,19,16,13,9,8,7,60,49,38,1020,1016,1013,,,,24,19,,0,8,,-1
12/20/2014,21,17,12,13,10,8,75,57,37,1020,1018,1016,,,,26,11,,0,8,,-1
12/21/2014,31,21,12,16,12,9,88,50,17,1017,1014,1010,,,,29,10,,0,,,-1
12/22/2014,27,21,16,18,16,13,83,70,52,1014,1011,1006,,,,24,11,,0,8,,-1
12/23/2014,24,21,17,19,16,11,93,68,47,1015,1009,1006,,,,29,16,,0,8,,-1
12/24/2014,21,17,12,12,10,8,78,54,37,1016,1015,1013,,,,24,18,,0,8,,-1
12/25/2014,22,17,11,13,11,10,87,61,36,1012,1010,1007,,,,27,11,,0,8,,-1
12/26/2014,18,14,11,12,8,7,95,57,37,1020,1015,1011,3,3,3,29,19,,1.02,8,,-1
12/27/2014,21,16,10,11,9,7,71,52,36,1021,1020,1018,,,,27,11,,0,,,-1
12/28/2014,29,20,11,16,12,7,85,53,15,1019,1012,1005,,,,26,11,,0,,,-1
12/29/2014,24,20,15,18,10,3,86,51,16,1006,1002,999,,,,42,21,,0.76,8,,-1
12/30/2014,21,17,13,11,9,7,53,48,33,1015,1009,1005,,,,34,23,,0.51,8,,-1
12/31/2014,22,18,14,12,9,7,70,51,26,1016,1014,1012,,,,24,11,,0,8,,-1
1/1/2013,22,17,13,13,12,11,88,63,45,1014,1013,1012,,,,32,14,,0,8,,-1
1/2/2013,20,16,12,13,8,7,74,47,37,1019,1017,1015,,,,29,21,,0,8,,-1
1/3/2013,36,24,12,12,9,7,72,39,10,1019,1014,1010,,,,23,10,,0,,,-1
1/4/2013,41,30,19,13,11,9,57,23,9,1010,1006,1003,,,,42,14,,0,,,-1
1/5/2013,31,24,18,16,14,11,79,51,23,1017,1012,1004,,,,26,16,,0,,,-1
1/6/2013,27,21,16,17,14,12,78,62,43,1023,1022,1021,,,,27,16,,0,8,,-1
1/7/2013,26,20,14,19,16,13,86,65,48,1021,1015,1008,,,,21,16,,0,,,-1
1/8/2013,26,21,17,18,16,10,96,70,40,1007,1002,999,8,8,8,37,14,,0,8,,-1
1/9/2013,18,15,12,9,7,6,68,47,35,1009,1005,1002,,,,32,27,,0,8,,-1
1/10/2013,24,19,14,12,9,7,57,45,34,1010,1008,1004,,,,26,16,,0,8,,-1
1/11/2013,34,24,16,15,11,3,68,45,8,1007,1004,1002,,,,35,19,,0,,,-1
1/12/2013,21,18,14,13,12,10,72,56,38,1014,1011,1008,,,,23,14,,0,8,,-1
1/13/2013,18,17,14,11,10,9,62,55,45,1017,1014,1013,,,,27,16,,0,8,,-1
1/14/2013,20,16,12,9,8,7,51,44,35,1021,1020,1018,,,,27,23,,0,8,,-1
1/15/2013,24,17,8,12,10,8,76,51,33,1019,1016,1014,,,,32,13,,0,,,-1
1/16/2013,24,18,12,13,12,8,86,58,25,1016,1015,1013,,,,26,11,,0,,,-1
1/17/2013,41,27,12,13,7,2,84,39,4,1013,1005,998,,,,23,10,,0,,,-1
1/18/2013,29,24,17,17,12,4,64,47,11,1011,1003,995,,,,34,19,,0,8,,-1
1/19/2013,21,18,14,10,9,8,60,47,36,1017,1015,1013,,,,27,16,,0,8,,-1
1/20/2013,23,17,10,14,11,9,82,58,36,1017,1015,1013,,,,24,13,,0,,,-1
1/21/2013,23,19,14,17,15,13,85,70,56,1014,1011,1008,,,,32,11,,0,8,,-1
1/22/2013,23,19,16,13,11,9,68,52,30,1015,1012,1010,,,,24,13,,0,8,,-1
1/23/2013,23,18,13,12,10,8,71,48,29,1019,1017,1015,,,,32,19,,0,8,,-1
1/24/2013,34,23,13,14,11,8,83,44,12,1015,1011,1006,,,,26,18,,0,,,-1
1/25/2013,30,24,17,16,12,8,59,40,18,1016,1009,1001,,,,37,16,,0,8,,-1
1/26/2013,19,17,14,11,9,8,54,49,45,1016,1014,1012,,,,29,19,,0,8,,-1
1/27/2013,22,18,14,15,13,11,92,64,37,1012,1011,1011,,,,27,18,,0,8,,-1
1/28/2013,23,18,12,15,12,10,87,64,47,1012,1010,1009,,,,27,13,,0,,,-1
1/29/2013,18,17,14,13,9,7,73,52,37,1014,1013,1012,,,,29,21,,0,8,,-1
1/30/2013,27,19,12,10,8,7,67,42,23,1015,1013,1011,,,,16,14,,0,8,,-1
1/31/2013,23,18,13,15,12,9,95,64,48,1012,1010,1006,,,,29,13,,20.07,8,,-1
2/1/2013,18,15,12,12,8,5,88,57,37,1016,1014,1012,,,,37,18,,0.25,8,,-1
2/2/2013,19,14,10,12,8,6,58,50,39,1018,1017,1016,,,,32,18,,0,8,,-1
2/3/2013,23,19,15,16,14,12,85,68,47,1020,1019,1017,3,3,3,34,13,,0.25,8,,-1
2/4/2013,21,18,14,12,11,9,61,52,43,1023,1022,1021,,,,29,18,,0,8,,-1
2/5/2013,26,18,11,14,13,11,94,64,29,1022,1020,1017,,,,21,11,,0,8,,-1
2/6/2013,36,26,15,17,8,-1,90,42,4,1017,1013,1007,8,7,6,27,13,,0,,,-1
2/7/2013,28,23,19,16,14,9,62,47,35,1012,1009,1008,,,,23,13,,0,,,-1
2/8/2013,27,21,15,13,12,11,77,53,27,1015,1013,1012,,,,24,11,,0,,,-1
2/9/2013,27,20,13,16,13,11,88,63,27,1015,1013,1011,,,,24,8,,0,,,-1
2/10/2013,21,18,15,16,11,7,90,56,31,1021,1019,1016,3,3,3,27,21,,0,8,,-1
2/11/2013,27,20,13,12,11,9,69,46,25,1022,1019,1016,,,,29,19,,0,,,-1
2/12/2013,27,21,14,15,13,11,76,52,34,1021,1019,1018,,,,34,21,,0,8,,-1
2/13/2013,31,22,13,14,13,12,81,50,23,1021,1019,1015,,,,27,18,,0,,,-1
2/14/2013,30,23,17,17,16,14,82,58,34,1019,1017,1016,,,,26,16,,0,8,,-1
2/15/2013,32,24,18,18,16,13,78,53,23,1021,1018,1015,,,,27,19,,0,8,,-1
2/16/2013,33,24,16,17,15,13,83,49,21,1020,1018,1016,,,,26,16,,0,,,-1
2/17/2013,32,23,15,15,13,8,83,44,15,1019,1016,1014,,,,23,11,,0,,,-1
2/18/2013,36,26,17,14,12,8,73,33,11,1014,1012,1009,,,,34,14,,0,,,-1
2/19/2013,28,23,17,17,13,9,80,56,26,1019,1014,1009,10,10,10,23,18,,0,8,,-1
2/20/2013,28,20,12,16,11,8,68,46,27,1020,1017,1014,,,,42,21,,0,8,,-1
2/21/2013,29,23,17,18,17,16,82,64,37,1018,1016,1015,,,,35,24,,0.25,,,-1
2/22/2013,31,25,19,18,16,13,84,58,24,1020,1017,1015,,,,32,14,,0,,,-1
2/23/2013,28,22,16,16,14,13,83,53,30,1017,1015,1012,,,,23,14,,0,,,-1
2/24/2013,32,23,14,16,13,8,88,53,17,1012,1010,1008,,,,19,10,,0,,,-1
